@RELATION 8_startTime
@ATTRIBUTE startTime Numeric
@ATTRIBUTE duration Numeric
@data
703,0
707,0
768,0
780,0
805,0
950,0
979,0
990,0
1019,0
1026,0
1054,0
704,0
705,0
826,0
1016,0
1053,0
696,0
827,0
912,0
1059,0
805,0
948,0
706,0
823,0
828,0
912,0
1003,0
722,0
706,0
888,0
890,0
899,0
903,0
904,0
906,0
1148,0
681,0
723,0
548,0
1128,0
713,0
908,0
929,0
494,0
660,0
816,0
888,0
900,0
901,0
901,0
907,0
911,0
746,0
746,0
831,0
909,0
747,0
755,0
769,0
828,0
899,0
1376,0
840,0
845,0
639,0
880,0
1109,0
692,0
835,0
912,0
1004,0
823,0
674,0
930,0
932,0
675,0
681,0
693,0
959,0
678,0
954,0
955,0
956,0
958,0
661,0
691,0
509,0
817,0
842,0
875,0
882,0
916,0
1119,0
1120,0
703,0
842,0
796,0
985,0
1099,0
1289,0
575,0
808,0
1090,0
1388,0
805,0
664,0
578,0
585,0
918,0
1182,0
603,0
684,0
912,0
1078,0
1091,0
744,0
964,0
639,0
846,0
901,0
1033,0
872,0
710,0
948,0
1135,0
761,0
884,0
891,0
1124,0
835,0
906,0
670,0
932,0
719,0
1387,0
577,0
888,0
943,0
871,0
1096,0
902,0
953,0
832,0
493,0
734,0
747,0
960,0
855,0
949,0
819,0
914,0
849,0
1180,0
617,0
808,0
948,0
620,0
818,0
1156,0
847,0
908,0
1047,0
846,0
1238,0
628,0
819,0
821,0
1065,0
668,0
789,0
593,0
917,0
872,0
908,0
875,0
1196,0
620,0
810,0
615,0
854,0
799,0
740,0
828,0
922,0
902,0
