@RELATION 1_startTime
@ATTRIBUTE startTime Numeric
@ATTRIBUTE duration Numeric
@data
3,336
343,137
0,257
261,207
1368,335
267,270
2,32
36,186
226,0
231,223
1432,347
343,143
1434,35
33,298
334,185
1438,1
9,391
1407,346
316,203
1360,351
275,218
1436,319
322,211
1358,443
1434,337
335,117
1428,48
39,488
1422,42
25,153
182,243
15,323
343,249
54,406
14,21
38,172
214,283
1418,38
21,356
1314,25
1341,442
348,44
27,325
357,160
21,15
40,298
342,165
10,38
52,289
345,158
49,302
356,186
1435,328
329,203
1411,13
1426,334
325,172
34,63
99,298
421,12
17,21
40,322
366,156
1350,620
1409,302
276,79
16,23
43,461
15,436
456,12
1356,22
1381,333
279,77
1338,360
262,150
1429,31
23,291
317,181
1360,324
248,280
1405,223
192,165
1388,408
100,408
1407,16
1426,240
230,126
1335,288
186,170
8,371
383,133
9,32
43,269
316,186
33,383
1439,366
369,150
57,29
89,335
427,78
108,334
448,20
1433,30
24,288
317,167
36,588
11,42
55,311
371,152
3,27
34,275
313,103
1358,284
205,193
1421,376
1400,333
301,55
1331,646
40,212
292,96
1436,268
266,150
105,298
46,25
72,284
360,61
73,301
378,259
16,325
345,12
22,497
39,448
491,9
8,345
357,126
1362,495
26,408
438,56
32,317
353,217
1409,361
334,150
9,235
249,167
19,347
370,165
7,492
1403,460
1368,408
340,159
6,337
348,186
1,28
41,473
19,275
298,186
40,325
371,148
3,261
267,258
90,331
4,412
90,265
359,107
1325,418
1436,478
151,319
