@RELATION 2_startTime
@ATTRIBUTE startTime Numeric
@ATTRIBUTE duration Numeric
@data
569,4
886,26
975,6
1026,20
1048,5
575,1
818,7
671,14
1109,11
1199,41
1246,7
1261,86
1347,8
1366,40
494,16
513,3
631,83
750,7
826,26
883,25
961,7
974,7
984,21
1008,6
1016,11
1067,28
1101,47
1159,18
1240,67
1312,7
1320,47
1379,46
520,23
550,10
589,13
858,40
920,54
1086,33
1138,19
1161,24
1187,10
1202,38
1244,87
1344,64
1416,8
551,11
567,10
613,4
619,4
848,6
857,29
929,4
947,2
975,8
1247,6
1268,35
1315,120
429,16
450,22
1141,10
1154,8
1165,28
1197,8
1219,25
1249,98
1353,41
576,15
837,7
997,28
1029,18
1075,8
1083,17
1101,57
1161,23
1205,20
1239,11
1284,40
532,3
549,35
1016,109
1127,11
1145,29
1176,48
1232,19
1253,18
1273,86
1377,10
1393,5
1411,10
590,4
724,75
801,29
858,44
915,32
1173,2
1176,44
1224,22
1258,38
1297,47
400,7
493,5
724,19
1077,13
1096,10
1113,54
1169,51
1226,80
1317,107
543,4
560,24
618,3
958,9
1182,35
1220,50
1277,20
1306,14
557,14
576,15
686,4
691,6
803,4
809,11
822,12
835,11
848,23
929,4
942,65
1062,11
1075,21
1098,111
1220,82
1311,49
1365,39
1182,45
1232,11
1246,42
1297,105
1411,28
624,4
632,4
995,4
1002,19
1022,4
1027,7
1036,10
1047,80
1130,6
1142,5
1157,6
1203,30
1265,17
1296,61
1379,55
539,60
930,6
948,10
961,38
1001,16
1027,112
1163,53
1218,29
1250,75
1327,90
1430,15
595,20
680,49
786,21
976,21
1157,59
1233,34
1274,36
1315,44
1366,7
1379,8
1393,24
396,16
796,11
940,17
958,1
961,32
1008,69
1094,9
1109,34
1153,131
516,14
590,35
626,48
793,23
830,60
897,34
936,15
953,55
1012,10
1050,17
1071,7
1086,15
1114,4
1124,4
1131,11
1149,10
1163,30
1196,4
1205,40
1246,7
1266,49
1317,35
1357,35
1409,43
536,8
548,15
567,7
585,4
592,29
758,6
772,73
875,18
905,41
962,24
989,17
1013,20
1049,43
1102,45
1149,53
1219,73
1296,21
1318,68
1414,21
3,14
553,49
756,14
787,23
952,3
976,5
1056,14
1088,21
1120,32
1165,34
1202,46
1256,37
1298,125
531,63
718,2
882,15
899,57
1392,13
1416,44
32,11
561,11
576,47
864,15
880,39
969,32
1024,28
1084,53
1157,10
1173,70
1251,36
1293,17
1313,23
1339,10
1353,37
1407,16
581,14
627,31
887,11
901,51
1012,62
1102,13
1120,48
1169,3
1176,2
1184,54
1248,33
1285,65
1351,6
1363,40
499,10
622,20
1075,32
1110,5
1116,5
1122,11
1137,30
1170,17
1192,31
1231,65
1321,86
1414,40
883,11
900,8
928,45
1138,11
1164,51
1221,75
1304,20
1326,76
1416,28
843,21
921,14
955,4
962,4
1036,8
1061,5
1068,16
1106,20
1132,9
1155,7
1162,14
1181,49
1235,47
1298,46
546,7
556,29
829,58
963,26
997,67
1112,44
1161,15
1179,73
1254,9
1278,12
1306,42
1350,13
1364,26
372,29
949,194
1156,15
1172,28
1203,3
1247,16
1265,39
1310,54
1368,34
1415,32
523,5
534,12
561,35
975,34
1011,29
1042,21
1079,13
1097,31
1130,22
1164,14
1186,59
1248,8
1272,11
1286,19
1312,88
1416,26
531,34
610,11
657,12
989,57
1048,7
1059,13
1075,37
1147,4
1187,72
1266,8
1291,7
1303,46
