@RELATION Enter_Home-0_duration
@ATTRIBUTE startTime Numeric
@ATTRIBUTE duration Numeric
@data
703,0
707,0
768,0
780,0
805,0
950,0
979,0
990,0
1019,0
1026,0
1054,0
704,0
705,0
826,0
1016,0
1053,0
696,0
827,0
912,0
1059,0
805,0
948,0
706,0
823,0
828,0
912,0
1003,0
722,0
706,0
888,0
890,0
899,0
903,0
904,0
906,0
1148,0
681,0
723,0
548,0
1128,0
713,0
908,0
929,0
494,0
660,0
816,0
888,0
900,0
901,0
901,0
907,0
911,0
746,0
746,0
831,0
909,0
747,0
747,2
755,0
769,0
828,0
899,0
1376,0
840,0
845,0
639,0
880,0
1109,0
692,0
835,0
912,0
1004,0
823,0
674,0
930,0
932,0
675,0
681,0
693,0
959,0
678,0
954,0
955,0
956,0
958,0
661,0
691,0
509,0
817,0
842,0
875,0
882,0
916,0
1119,0
1120,0
703,0
842,0
796,0
985,0
1099,0
1289,0
575,0
808,0
1090,0
1388,0
805,0
664,0
578,0
585,0
918,0
1182,0
603,0
684,0
912,0
1078,0
1091,0
744,0
964,0
639,0
846,0
901,0
1033,0
872,0
710,0
948,0
1135,0
761,0
884,0
891,0
1124,0
835,0
906,0
670,0
932,0
719,0
1387,0
577,0
888,0
943,0
871,0
1096,0
902,0
953,0
832,0
493,0
734,0
747,0
960,0
855,0
949,0
819,0
914,0
849,0
1180,0
617,0
808,0
948,0
620,0
818,0
1156,0
847,0
908,0
1047,0
846,0
1238,0
628,0
819,0
821,0
1065,0
668,0
789,0
593,0
917,0
872,0
908,0
875,0
1196,0
620,0
810,0
615,0
854,0
799,0
740,0
828,0
922,0
902,0
681,0
849,0
1068,0
652,0
809,0
917,0
923,0
945,0
1322,0
709,0
855,0
641,0
810,0
921,0
1168,0
871,0
753,0
905,0
722,0
940,0
1074,0
1172,0
799,0
659,0
845,0
781,0
880,0
926,0
707,0
1082,0
504,0
589,0
841,0
1025,0
1120,0
830,0
820,0
912,0
1204,0
835,0
1030,0
621,0
877,0
1106,0
861,0
1001,0
1138,0
908,0
1027,0
695,0
906,0
1121,0
1004,0
1134,0
853,0
723,0
915,0
825,0
681,0
1112,0
727,0
909,0
824,0
948,0
552,0
864,0
889,0
772,0
873,0
914,0
819,0
1127,0
618,0
811,0
914,0
847,0
500,0
677,0
848,0
814,0
1055,0
769,0
789,0
1107,0
572,0
812,0
684,0
640,0
1093,0
630,0
814,0
914,0
699,0
865,0
619,0
1041,0
699,0
1054,0
1335,0
994,0
735,0
650,0
949,0
864,0
971,0
1074,0
890,12
1082,0
459,0
839,0
946,0
1113,0
835,0
912,0
1044,0
741,0
949,0
1056,0
959,0
730,0
881,0
636,0
664,0
767,0
913,0
742,0
897,0
710,0
519,0
1032,0
1311,0
803,0
962,0
985,0
823,0
526,0
539,0
829,0
481,0
850,0
720,0
570,0
682,0
1112,0
416,0
427,0
715,0
868,0
885,0
1084,0
654,0
921,0
682,0
910,0
1047,0
1256,0
929,0
681,0
1117,0
1149,0
670,0
804,0
887,0
923,0
878,0
1155,0
868,0
682,0
820,0
955,0
1096,0
1107,0
807,0
968,0
1149,0
671,0
912,0
561,0
757,0
1000,0
805,0
802,0
823,0
677,0
816,0
914,0
1149,0
852,0
1153,0
681,0
845,0
561,0
961,0
594,0
591,0
725,0
1012,0
566,0
654,0
871,0
884,0
566,0
654,0
871,0
884,0
858,0
955,0
608,0
1092,0
418,0
739,0
1203,0
635,0
763,0
965,0
691,0
1090,0
729,0
810,0
867,0
686,0
725,0
809,0
701,0
1017,0
1041,0
669,0
889,0
564,0
805,0
729,0
1033,0
464,0
696,0
775,0
909,0
1133,0
820,0
994,0
697,0
893,0
1076,0
1277,0
1281,0
602,0
945,0
