@RELATION 1-1_duration
@ATTRIBUTE startTime Numeric
@ATTRIBUTE duration Numeric
@data
343,137
261,207
267,270
226,0
231,223
343,143
334,185
316,203
275,218
322,211
335,117
182,243
343,249
214,283
348,44
357,160
342,165
345,158
356,186
329,203
325,172
421,12
366,156
276,79
456,12
279,77
262,150
317,181
248,280
192,165
230,126
186,170
383,133
316,186
369,150
427,78
448,20
317,167
371,152
313,103
205,193
301,55
292,96
266,150
360,61
378,259
345,12
491,9
357,126
438,56
353,217
334,150
249,167
370,165
340,159
348,186
298,186
371,148
267,258
359,107
151,319
