@RELATION 5-0_duration
@ATTRIBUTE startTime Numeric
@ATTRIBUTE duration Numeric
@data
947,22
1075,2
478,2
502,13
515,21
544,1
566,3
807,2
1340,17
628,2
1408,24
524,1
877,1
969,1
1192,13
1029,0
1053,5
1065,19
1157,83
592,1
658,9
1262,19
680,3
923,33
970,19
990,7
961,44
1010,79
621,6
735,51
910,18
956,35
558,4
757,6
767,9
780,5
713,71
1043,3
979,38
691,10
702,81
841,4
877,4
919,7
983,15
1003,9
932,57
624,2
858,15
1010,9
1027,2
418,2
830,9
854,7
737,3
743,30
830,10
863,2
872,6
1086,12
721,3
942,22
855,9
865,19
713,23
661,1
923,46
679,35
665,2
885,79
973,7
981,5
988,8
1384,40
889,28
1028,24
1056,72
