@RELATION 12-2_duration
@ATTRIBUTE startTime Numeric
@ATTRIBUTE duration Numeric
@data
340,0
343,0
481,9
258,0
260,0
468,6
478,0
480,21
263,0
267,0
223,0
226,0
227,2
231,0
454,0
457,12
477,3
486,0
339,0
343,0
486,9
331,0
334,0
401,7
419,5
426,3
445,2
449,0
472,78
313,0
316,0
271,0
275,0
316,0
320,1
362,8
381,2
385,0
387,0
396,1
400,0
408,85
332,0
335,0
453,6
471,29
178,0
181,0
425,7
440,0
442,2
448,92
339,0
343,0
460,14
479,6
487,33
211,0
214,0
377,4
395,1
413,78
491,3
344,0
347,1
392,2
403,7
412,29
443,72
353,0
356,0
339,0
342,0
341,0
345,0
351,0
355,0
324,0
328,1
321,0
324,0
98,0
99,0
398,22
433,5
451,186
363,0
366,0
271,0
276,0
355,2
365,3
369,3
401,73
478,0
483,28
451,0
456,0
468,2
486,33
275,0
279,0
357,2
380,1
408,85
258,0
262,0
412,83
315,0
317,0
245,0
247,0
189,0
192,0
357,4
366,8
387,2
398,20
421,60
484,0
488,20
357,8
377,5
385,1
398,11
432,53
486,88
96,3
227,0
230,0
357,7
377,0
396,54
456,36
492,171
183,0
186,0
357,5
367,2
374,0
389,81
471,107
380,0
383,0
312,0
316,0
417,13
441,1
454,0
466,60
366,0
369,0
87,0
88,0
425,0
427,0
103,5
443,0
448,0
468,3
475,2
491,0
312,0
317,0
485,12
367,0
371,0
309,0
312,0
416,5
435,0
451,78
202,0
205,0
398,1
406,3
412,3
418,0
434,59
357,6
367,9
378,30
409,168
294,0
300,0
356,6
371,0
375,0
378,0
410,6
426,11
253,39
389,130
264,0
266,0
417,13
438,2
444,2
464,11
491,12
93,11
403,61
483,0
490,32
357,2
421,2
434,0
445,64
375,0
378,0
342,0
345,0
357,6
370,1
378,0
387,1
404,65
474,18
492,1
487,0
491,0
354,0
356,0
483,4
417,2
428,5
438,3
461,62
435,0
438,0
349,0
353,0
330,0
334,0
484,29
245,0
248,0
416,8
436,81
366,0
370,0
423,6
433,1
437,0
455,63
337,0
340,0
344,0
348,0
294,0
298,0
485,0
489,8
365,0
368,0
369,1
265,0
267,0
86,4
421,3
429,2
435,0
443,1
464,38
416,5
432,2
435,0
445,4
462,53
356,0
359,0
467,0
484,3
304,4
337,0
354,0
355,0
392,4
435,58
475,11
136,15
470,11
490,3
97,414
