@RELATION 2-2_duration
@ATTRIBUTE startTime Numeric
@ATTRIBUTE duration Numeric
@data
1347,8
1366,40
1312,7
1320,47
1379,46
1344,64
1416,8
1315,120
1353,41
1377,10
1393,5
1411,10
1297,47
1317,107
1306,14
1311,49
1365,39
1297,105
1411,28
1296,61
1379,55
1327,90
1430,15
1315,44
1366,7
1379,8
1393,24
1317,35
1357,35
1409,43
1296,21
1318,68
1414,21
1298,125
1392,13
1416,44
1313,23
1339,10
1353,37
1407,16
1351,6
1363,40
1321,86
1414,40
1304,20
1326,76
1416,28
1298,46
1306,42
1350,13
1364,26
1310,54
1368,34
1415,32
1312,88
1416,26
1303,46
1298,25
1296,103
1294,89
1306,8
1315,10
1326,10
1342,4
1346,19
1371,8
1390,13
1405,4
1410,25
1301,36
1345,7
1357,15
1380,26
1394,50
1392,49
1414,24
1306,10
1334,20
1359,9
1388,7
1399,4
1406,74
1310,8
1319,10
1334,31
1372,16
1393,23
1424,119
1300,12
1317,3
1325,91
1323,8
1352,92
1301,65
1370,74
1334,6
1343,4
1349,35
1399,5
1406,36
1338,8
1405,5
1326,15
1353,40
1398,63
1323,10
1344,5
1350,40
1398,34
1329,57
1394,30
1334,53
1390,88
1346,73
1428,75
1325,5
1384,35
1424,25
1347,77
1338,17
1362,84
1299,96
1410,32
1299,14
1315,28
1368,25
1405,52
1351,6
1362,100
1364,40
1331,24
1358,41
1417,31
1320,3
1349,94
1350,81
1329,17
1299,77
1387,55
1309,11
1335,25
1361,10
1372,30
1406,24
1320,74
1411,45
1357,32
1392,6
1405,61
1342,3
1348,24
1375,49
1341,8
1352,61
1420,42
1299,22
1318,62
1302,7
1312,35
1356,3
1362,213
1307,25
1333,168
1300,192
