@RELATION predict

@ATTRIBUTE act_last   {Meal_Preparation,Relax,Eating,Work,Sleeping,Wash_Dishes,Bed_to_Toilet,Enter_Home,Leave_Home,Housekeeping,Resperate}
@ATTRIBUTE act   {Meal_Preparation,Relax,Eating,Work,Sleeping,Wash_Dishes,Bed_to_Toilet,Enter_Home,Leave_Home,Housekeeping,Resperate}
@data
Sleeping,Meal_Preparation
Sleeping,Meal_Preparation
Meal_Preparation,Work
Sleeping,Meal_Preparation
Meal_Preparation,Eating
Eating,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Resperate
Resperate,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Leave_Home
Sleeping,Meal_Preparation
Sleeping,Meal_Preparation
Meal_Preparation,Eating
Eating,Wash_Dishes
Sleeping,Meal_Preparation
Sleeping,Meal_Preparation
Relax,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Leave_Home
Sleeping,Relax
Sleeping,Meal_Preparation
Relax,Meal_Preparation
Meal_Preparation,Eating
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Sleeping,Meal_Preparation
Relax,Leave_Home
Sleeping,Leave_Home
Relax,Work
Work,Meal_Preparation
Meal_Preparation,Eating
Relax,Leave_Home
Relax,Meal_Preparation
Meal_Preparation,Leave_Home
Relax,Leave_Home
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Meal_Preparation,Relax
Relax,Leave_Home
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Eating
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Leave_Home
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Sleeping,Meal_Preparation
Sleeping,Meal_Preparation
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Sleeping,Meal_Preparation
Sleeping,Meal_Preparation
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Housekeeping,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Leave_Home
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Eating
Eating,Meal_Preparation
Meal_Preparation,Relax
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Relax,Meal_Preparation
Meal_Preparation,Leave_Home
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Relax,Eating
Eating,Meal_Preparation
Meal_Preparation,Relax
Relax,Leave_Home
Leave_Home,Enter_Home
Sleeping,Meal_Preparation
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Eating
Eating,Relax
Relax,Leave_Home
Sleeping,Meal_Preparation
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Meal_Preparation,Leave_Home
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Leave_Home
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Relax,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Leave_Home
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Bed_to_Toilet,Sleeping
Sleeping,Meal_Preparation
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Relax
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Eating
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Eating
Relax,Work
Sleeping,Meal_Preparation
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Work
Work,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Eating
Meal_Preparation,Relax
Relax,Meal_Preparation
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Work
Work,Resperate
Resperate,Meal_Preparation
Meal_Preparation,Eating
Eating,Meal_Preparation
Meal_Preparation,Eating
Relax,Leave_Home
Relax,Meal_Preparation
Meal_Preparation,Work
Work,Leave_Home
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Relax,Meal_Preparation
Relax,Meal_Preparation
Meal_Preparation,Work
Work,Meal_Preparation
Meal_Preparation,Eating
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Leave_Home
Leave_Home,Enter_Home
Relax,Work
Work,Relax
Relax,Leave_Home
Meal_Preparation,Relax
Meal_Preparation,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Leave_Home
Relax,Meal_Preparation
Meal_Preparation,Work
Relax,Leave_Home
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Work
Work,Leave_Home
Relax,Work
Work,Wash_Dishes
Wash_Dishes,Meal_Preparation
Meal_Preparation,Eating
Eating,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Eating
Eating,Meal_Preparation
Meal_Preparation,Eating
Eating,Meal_Preparation
Meal_Preparation,Relax
Relax,Leave_Home
Relax,Work
Work,Meal_Preparation
Meal_Preparation,Relax
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Eating
Eating,Leave_Home
Meal_Preparation,Relax
Relax,Meal_Preparation
Relax,Meal_Preparation
Meal_Preparation,Eating
Eating,Meal_Preparation
Meal_Preparation,Leave_Home
Sleeping,Relax
Relax,Meal_Preparation
Relax,Meal_Preparation
Meal_Preparation,Eating
Eating,Leave_Home
Relax,Meal_Preparation
Meal_Preparation,Work
Work,Relax
Relax,Leave_Home
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Meal_Preparation,Eating
Eating,Meal_Preparation
Meal_Preparation,Eating
Eating,Meal_Preparation
Relax,Leave_Home
Relax,Leave_Home
Relax,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Meal_Preparation
Meal_Preparation,Eating
Eating,Leave_Home
Meal_Preparation,Leave_Home
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Eating
Eating,Work
Work,Leave_Home
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Eating
Eating,Leave_Home
Work,Meal_Preparation
Work,Leave_Home
Relax,Meal_Preparation
Meal_Preparation,Eating
Eating,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Leave_Home
Meal_Preparation,Eating
Eating,Relax
Relax,Meal_Preparation
Meal_Preparation,Leave_Home
Relax,Meal_Preparation
Meal_Preparation,Eating
Eating,Relax
