1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	9						1	0	0	0	0	0	0	0	1	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	9						1	0	0	0	0	0	0	0	1	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12							1	0	0	0	0	0	0	0	0	0	0	1
1	12							1	0	0	0	0	0	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12							1	0	0	0	0	0	0	0	0	0	0	1
1	12							1	0	0	0	0	0	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12							1	0	0	0	0	0	0	0	0	0	0	1
6	12	1						1	0	0	0	0	1	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12							1	0	0	0	0	0	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1	12	9	2					1	1	0	0	0	0	0	0	1	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
12								0	0	0	0	0	0	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	9						1	0	0	0	0	0	0	0	1	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	9	2					1	1	0	0	0	0	0	0	1	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	9	2					1	1	0	0	0	0	0	0	1	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
6	12	1						1	0	0	0	0	1	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
12	2							0	1	0	0	0	0	0	0	0	0	0	1
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
2								0	1	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	6						1	0	0	0	0	1	0	0	0	0	0	1
1								1	0	0	0	0	0	0	0	0	0	0	0
1	12	9	2					1	1	0	0	0	0	0	0	1	0	0	1
